Номер операции,Время(нс),Количество операций
5064 , 600 , 16
5065 , 700 , 19
5066 , 1000 , 16
5067 , 400 , 9
5068 , 700 , 11
5069 , 500 , 13
5070 , 600 , 13
5071 , 900 , 18
5072 , 500 , 9
5073 , 800 , 9
5074 , 400 , 8
5075 , 500 , 8
5076 , 600 , 10
5077 , 1000 , 12
5078 , 500 , 11
5079 , 700 , 16
5080 , 5600 , 12
5081 , 500 , 10
5082 , 600 , 13
5083 , 800 , 10
5084 , 500 , 13
5085 , 500 , 14
5086 , 400 , 12
5087 , 800 , 16
5088 , 400 , 11
5089 , 700 , 5
5090 , 600 , 17
5091 , 600 , 13
5092 , 700 , 10
5093 , 400 , 6
5094 , 600 , 12
5095 , 400 , 8
5096 , 500 , 12
5097 , 1100 , 10
5098 , 500 , 7
5099 , 700 , 12
5100 , 1200 , 22
5101 , 600 , 9
5102 , 500 , 13
5103 , 500 , 9
5104 , 800 , 17
5105 , 300 , 9
5106 , 500 , 10
5107 , 500 , 7
5108 , 400 , 6
5109 , 3000 , 11
5110 , 400 , 10
5111 , 400 , 15
5112 , 500 , 10
5113 , 800 , 17
5114 , 500 , 11
5115 , 400 , 6
5116 , 700 , 10
5117 , 500 , 8
5118 , 700 , 9
5119 , 600 , 8
5120 , 700 , 11
5121 , 3000 , 9
5122 , 500 , 7
5123 , 800 , 10
5124 , 800 , 20
5125 , 400 , 10
5126 , 500 , 4
5127 , 400 , 7
5128 , 500 , 15
5129 , 5400 , 13
5130 , 1000 , 14
5131 , 900 , 16
5132 , 1200 , 22
5133 , 600 , 9
5134 , 400 , 11
5135 , 600 , 12
5136 , 500 , 14
5137 , 700 , 12
5138 , 500 , 11
5139 , 400 , 15
5140 , 900 , 7
5141 , 800 , 15
5142 , 400 , 7
5143 , 500 , 14
5144 , 1100 , 14
5145 , 500 , 15
5146 , 1200 , 18
5147 , 500 , 8
5148 , 700 , 11
5149 , 500 , 14
5150 , 400 , 12
5151 , 800 , 16
5152 , 900 , 10
5153 , 500 , 15
5154 , 500 , 18
5155 , 600 , 10
5156 , 500 , 13
5157 , 400 , 9
5158 , 500 , 13
5159 , 700 , 14
5160 , 400 , 14
5161 , 500 , 10
5162 , 1000 , 16
5163 , 800 , 13
5164 , 500 , 10
5165 , 600 , 12
5166 , 400 , 13
5167 , 700 , 14
5168 , 400 , 12
5169 , 700 , 13
5170 , 600 , 15
5171 , 700 , 10
5172 , 1200 , 13
5173 , 500 , 15
5174 , 500 , 14
5175 , 700 , 14
5176 , 800 , 14
5177 , 700 , 12
5178 , 500 , 17
5179 , 800 , 14
5180 , 500 , 14
5181 , 500 , 10
5182 , 400 , 6
5183 , 500 , 13
5184 , 4600 , 18
5185 , 400 , 11
5186 , 700 , 16
5187 , 700 , 16
5188 , 500 , 17
5189 , 400 , 8
5190 , 600 , 9
5191 , 400 , 7
5192 , 600 , 16
5193 , 800 , 12
5194 , 700 , 10
5195 , 500 , 11
5196 , 500 , 8
5197 , 600 , 6
5198 , 2200 , 9
5199 , 600 , 9
5200 , 700 , 10
5201 , 600 , 8
5202 , 900 , 16
5203 , 500 , 9
5204 , 500 , 14
5205 , 500 , 6
5206 , 700 , 16
5207 , 700 , 12
5208 , 300 , 10
5209 , 400 , 7
5210 , 400 , 10
5211 , 500 , 7
5212 , 5000 , 10
5213 , 600 , 15
5214 , 1600 , 18
5215 , 400 , 12
5216 , 500 , 11
5217 , 500 , 17
5218 , 400 , 10
5219 , 700 , 14
5220 , 500 , 13
5221 , 600 , 12
5222 , 700 , 13
5223 , 600 , 11
5224 , 400 , 11
5225 , 600 , 10
5226 , 800 , 18
5227 , 500 , 8
5228 , 400 , 13
5229 , 600 , 8
5230 , 500 , 14
5231 , 600 , 12
5232 , 500 , 7
5233 , 600 , 15
5234 , 500 , 14
5235 , 900 , 18
5236 , 600 , 13
5237 , 800 , 14
5238 , 600 , 13
5239 , 400 , 10
5240 , 500 , 12
5241 , 500 , 8
5242 , 700 , 13
5243 , 800 , 12
5244 , 400 , 17
5245 , 400 , 12
5246 , 800 , 21
5247 , 500 , 13
5248 , 600 , 7
5249 , 600 , 13
5250 , 500 , 9
5251 , 400 , 8
5252 , 800 , 14
5253 , 500 , 7
5254 , 400 , 16
5255 , 500 , 8
5256 , 400 , 14
5257 , 500 , 16
5258 , 1000 , 15
5259 , 1000 , 15
5260 , 600 , 12
5261 , 600 , 7
5262 , 500 , 8
5263 , 500 , 8
5264 , 700 , 10
5265 , 500 , 17
5266 , 700 , 13
5267 , 500 , 14
5268 , 500 , 13
5269 , 1000 , 19
5270 , 700 , 17
5271 , 400 , 8
5272 , 500 , 7
5273 , 900 , 10
5274 , 500 , 16
5275 , 900 , 19
5276 , 400 , 8
5277 , 400 , 5
5278 , 400 , 13
5279 , 700 , 11
5280 , 1100 , 12
5281 , 400 , 7
5282 , 600 , 10
5283 , 600 , 13
5284 , 400 , 13
5285 , 500 , 10
5286 , 600 , 10
5287 , 400 , 6
5288 , 500 , 7
5289 , 500 , 14
5290 , 500 , 8
5291 , 900 , 16
5292 , 500 , 10
5293 , 239900 , 11
5294 , 900 , 10
5295 , 700 , 12
5296 , 1800 , 13
5297 , 600 , 6
5298 , 700 , 13
5299 , 500 , 6
5300 , 7100 , 14
5301 , 1575300 , 14
5302 , 1600 , 11
5303 , 800 , 10
5304 , 700 , 11
5305 , 900 , 15
5306 , 700 , 9
5307 , 1400 , 10
5308 , 500 , 16
5309 , 1000 , 8
5310 , 1000 , 13
5311 , 1500 , 15
5312 , 800 , 14
5313 , 700 , 8
5314 , 600 , 7
5315 , 1244100 , 14
5316 , 3000 , 11
5317 , 3200 , 6
5318 , 1000 , 12
5319 , 1100 , 13
5320 , 18700 , 14
5321 , 900 , 14
5322 , 900 , 15
5323 , 1100 , 12
5324 , 600 , 10
5325 , 2400 , 13
5326 , 500 , 9
5327 , 700 , 14
5328 , 800 , 11
5329 , 1000 , 15
5330 , 1200 , 13
5331 , 900 , 9
5332 , 700 , 14
5333 , 600 , 11
5334 , 1000 , 14
5335 , 1000 , 8
5336 , 800 , 10
5337 , 800 , 15
5338 , 800 , 17
5339 , 600 , 8
5340 , 700 , 8
5341 , 600 , 9
5342 , 1500 , 16
5343 , 700 , 8
5344 , 1000 , 12
5345 , 700 , 10
5346 , 6600 , 17
5347 , 1300 , 16
5348 , 1000 , 11
5349 , 500 , 11
5350 , 600 , 13
5351 , 900 , 14
5352 , 800 , 9
5353 , 600 , 10
5354 , 600 , 12
5355 , 3600 , 12
5356 , 600 , 8
5357 , 1400 , 12
5358 , 1100 , 16
5359 , 1000 , 14
5360 , 900 , 7
5361 , 1000 , 13
5362 , 1600 , 13
5363 , 1200 , 7
5364 , 800 , 7
5365 , 800 , 4
5366 , 900 , 16
5367 , 900 , 11
5368 , 1500 , 15
5369 , 1000 , 11
5370 , 600 , 13
5371 , 500 , 8
5372 , 600 , 8
5373 , 700 , 6
5374 , 800 , 14
5375 , 600 , 8
5376 , 1000 , 14
5377 , 800 , 11
5378 , 1000 , 12
5379 , 700 , 11
5380 , 900 , 9
5381 , 700 , 12
5382 , 800 , 5
5383 , 600 , 16
5384 , 700 , 14
5385 , 600 , 10
5386 , 600 , 9
5387 , 700 , 15
5388 , 600 , 13
5389 , 500 , 11
5390 , 4600 , 22
5391 , 700 , 13
5392 , 600 , 7
5393 , 700 , 7
5394 , 800 , 13
5395 , 600 , 6
5396 , 500 , 11
5397 , 700 , 15
5398 , 900 , 11
5399 , 500 , 11
5400 , 800 , 15
5401 , 400 , 11
5402 , 700 , 11
5403 , 500 , 14
5404 , 600 , 10
5405 , 500 , 8
5406 , 500 , 5
5407 , 600 , 10
5408 , 900 , 12
5409 , 900 , 8
5410 , 600 , 12
5411 , 500 , 10
5412 , 1000 , 9
5413 , 500 , 13
5414 , 600 , 14
5415 , 800 , 10
5416 , 600 , 10
5417 , 1000 , 19
5418 , 700 , 10
5419 , 800 , 10
5420 , 700 , 13
5421 , 400 , 13
5422 , 900 , 15
5423 , 1100 , 10
5424 , 1300 , 16
5425 , 700 , 19
5426 , 600 , 12
5427 , 600 , 8
5428 , 600 , 14
5429 , 500 , 7
5430 , 600 , 10
5431 , 500 , 8
5432 , 600 , 11
5433 , 500 , 11
5434 , 800 , 9
5435 , 500 , 11
5436 , 600 , 9
5437 , 3700 , 9
5438 , 800 , 14
5439 , 600 , 7
5440 , 600 , 12
5441 , 1000 , 9
5442 , 600 , 12
5443 , 600 , 7
5444 , 600 , 9
5445 , 700 , 12
5446 , 1000 , 13
5447 , 1000 , 14
5448 , 900 , 12
5449 , 500 , 12
5450 , 500 , 13
5451 , 600 , 13
5452 , 600 , 15
5453 , 600 , 9
5454 , 500 , 9
5455 , 700 , 11
5456 , 700 , 13
5457 , 600 , 11
5458 , 1300 , 23
5459 , 500 , 11
5460 , 500 , 13
5461 , 900 , 10
5462 , 400 , 11
5463 , 700 , 14
5464 , 600 , 10
5465 , 600 , 12
5466 , 500 , 15
5467 , 500 , 14
5468 , 700 , 14
5469 , 500 , 13
5470 , 1000 , 14
5471 , 600 , 10
5472 , 500 , 12
5473 , 600 , 9
5474 , 600 , 10
5475 , 1000 , 14
5476 , 700 , 9
5477 , 1000 , 18
5478 , 600 , 15
5479 , 600 , 11
5480 , 1000 , 12
5481 , 4400 , 23
5482 , 700 , 15
5483 , 800 , 13
5484 , 500 , 12
5485 , 500 , 13
5486 , 500 , 8
5487 , 500 , 10
5488 , 800 , 17
5489 , 500 , 16
5490 , 600 , 10
5491 , 500 , 14
5492 , 500 , 11
5493 , 600 , 11
5494 , 500 , 10
5495 , 600 , 13
5496 , 500 , 14
5497 , 600 , 7
5498 , 700 , 12
5499 , 400 , 7
5500 , 500 , 9
5501 , 400 , 7
5502 , 600 , 10
5503 , 300 , 10
5504 , 600 , 12
5505 , 500 , 8
5506 , 600 , 14
5507 , 400 , 11
5508 , 500 , 11
5509 , 600 , 11
5510 , 700 , 10
5511 , 400 , 6
5512 , 500 , 12
5513 , 800 , 13
5514 , 400 , 13
5515 , 600 , 11
5516 , 500 , 13
5517 , 600 , 12
5518 , 500 , 14
5519 , 600 , 9
5520 , 400 , 16
5521 , 500 , 9
5522 , 1000 , 14
5523 , 800 , 12
5524 , 1000 , 9
5525 , 3700 , 11
5526 , 500 , 10
5527 , 400 , 15
5528 , 5200 , 10
5529 , 500 , 13
5530 , 1400 , 15
5531 , 700 , 9
5532 , 600 , 10
5533 , 600 , 14
5534 , 1100 , 14
5535 , 1000 , 20
5536 , 500 , 9
5537 , 700 , 13
5538 , 600 , 16
5539 , 700 , 10
5540 , 500 , 10
5541 , 900 , 14
5542 , 500 , 14
5543 , 600 , 8
5544 , 400 , 10
5545 , 400 , 12
5546 , 700 , 13
5547 , 800 , 10
5548 , 600 , 17
5549 , 500 , 13
5550 , 500 , 12
5551 , 400 , 11
5552 , 400 , 9
5553 , 600 , 8
5554 , 500 , 11
5555 , 1400 , 17
5556 , 800 , 13
5557 , 16900 , 17
5558 , 500 , 15
5559 , 400 , 10
5560 , 800 , 13
5561 , 800 , 13
5562 , 600 , 12
5563 , 1400 , 15
5564 , 500 , 6
5565 , 500 , 11
5566 , 500 , 6
5567 , 600 , 15
5568 , 600 , 7
5569 , 300 , 8
5570 , 700 , 9
5571 , 700 , 7
5572 , 800 , 13
5573 , 600 , 12
5574 , 600 , 13
5575 , 700 , 10
5576 , 500 , 10
5577 , 400 , 14
5578 , 700 , 16
5579 , 1100 , 15
5580 , 400 , 15
5581 , 700 , 16
5582 , 1100 , 10
5583 , 400 , 9
5584 , 600 , 12
5585 , 500 , 11
5586 , 500 , 7
5587 , 600 , 9
5588 , 700 , 8
5589 , 500 , 12
5590 , 500 , 7
5591 , 400 , 4
5592 , 500 , 12
5593 , 500 , 11
5594 , 400 , 10
5595 , 500 , 9
5596 , 400 , 8
5597 , 600 , 10
5598 , 500 , 15
5599 , 400 , 8
5600 , 600 , 9
5601 , 500 , 11
5602 , 1000 , 15
5603 , 400 , 6
5604 , 400 , 10
5605 , 500 , 9
5606 , 800 , 11
5607 , 400 , 8
5608 , 700 , 12
5609 , 700 , 16
5610 , 600 , 8
5611 , 900 , 14
5612 , 700 , 8
5613 , 1100 , 10
5614 , 400 , 5
5615 , 500 , 8
5616 , 1600 , 17
5617 , 400 , 6
5618 , 600 , 7
5619 , 600 , 8
5620 , 9500 , 15
5621 , 600 , 8
5622 , 700 , 10
5623 , 900 , 10
5624 , 500 , 11
5625 , 700 , 7
5626 , 800 , 16
5627 , 700 , 14
5628 , 500 , 9
5629 , 500 , 9
5630 , 500 , 9
5631 , 600 , 17
5632 , 1600 , 15
5633 , 700 , 11
5634 , 600 , 6
5635 , 900 , 11
5636 , 900 , 12
5637 , 1400 , 12
5638 , 1100 , 12
5639 , 800 , 14
5640 , 600 , 11
5641 , 700 , 9
5642 , 800 , 18
5643 , 900 , 9
5644 , 700 , 6
5645 , 400 , 9
5646 , 500 , 14
5647 , 800 , 16
5648 , 500 , 5
5649 , 600 , 10
5650 , 500 , 15
5651 , 600 , 9
5652 , 600 , 14
5653 , 500 , 14
5654 , 600 , 4
5655 , 900 , 13
5656 , 1200 , 12
5657 , 400 , 15
5658 , 500 , 11
5659 , 500 , 12
5660 , 700 , 12
5661 , 500 , 8
5662 , 700 , 12
5663 , 700 , 12
5664 , 1000 , 15
5665 , 1000 , 13
5666 , 4500 , 11
5667 , 400 , 10
5668 , 900 , 9
5669 , 800 , 8
5670 , 800 , 11
5671 , 1900 , 14
5672 , 1100 , 13
5673 , 1400 , 15
5674 , 800 , 13
5675 , 900 , 10
5676 , 4300 , 10
5677 , 1000 , 12
5678 , 800 , 6
5679 , 1300 , 12
5680 , 25500 , 9
5681 , 500 , 8
5682 , 600 , 7
5683 , 500 , 12
5684 , 600 , 6
5685 , 600 , 10
5686 , 700 , 10
5687 , 900 , 15
5688 , 600 , 8
5689 , 1000 , 15
5690 , 500 , 10
5691 , 600 , 6
5692 , 400 , 7
5693 , 600 , 7
5694 , 800 , 8
5695 , 600 , 13
5696 , 1000 , 14
5697 , 800 , 13
5698 , 700 , 8
5699 , 400 , 6
5700 , 500 , 8
5701 , 500 , 13
5702 , 700 , 11
5703 , 2700 , 12
5704 , 500 , 15
5705 , 700 , 16
5706 , 700 , 9
5707 , 1300 , 17
5708 , 700 , 7
5709 , 600 , 11
5710 , 500 , 11
5711 , 600 , 11
5712 , 1000 , 12
5713 , 600 , 9
5714 , 5500 , 10
5715 , 700 , 12
5716 , 1200 , 12
5717 , 500 , 11
5718 , 800 , 17
5719 , 800 , 7
5720 , 500 , 14
5721 , 700 , 8
5722 , 600 , 14
5723 , 500 , 9
5724 , 500 , 7
5725 , 500 , 8
5726 , 500 , 6
5727 , 700 , 10
5728 , 900 , 12
5729 , 500 , 11
5730 , 500 , 10
5731 , 400 , 9
5732 , 400 , 6
5733 , 400 , 11
5734 , 500 , 13
5735 , 700 , 11
5736 , 400 , 8
5737 , 500 , 10
5738 , 400 , 6
5739 , 700 , 11
5740 , 900 , 12
5741 , 600 , 9
5742 , 400 , 6
5743 , 500 , 14
5744 , 900 , 13
5745 , 800 , 13
5746 , 500 , 10
5747 , 1000 , 14
5748 , 500 , 13
5749 , 700 , 3
5750 , 600 , 10
5751 , 500 , 8
5752 , 600 , 10
5753 , 400 , 12
5754 , 500 , 14
5755 , 600 , 6
5756 , 1000 , 15
5757 , 500 , 10
5758 , 600 , 16
5759 , 500 , 11
5760 , 5400 , 15
5761 , 900 , 10
5762 , 900 , 15
5763 , 900 , 16
5764 , 1400 , 17
5765 , 400 , 7
5766 , 700 , 9
5767 , 700 , 13
5768 , 300 , 7
5769 , 600 , 9
5770 , 600 , 11
5771 , 800 , 12
5772 , 900 , 15
5773 , 600 , 10
5774 , 1000 , 15
5775 , 500 , 6
5776 , 800 , 9
5777 , 800 , 14
5778 , 500 , 6
5779 , 600 , 12
5780 , 500 , 7
5781 , 500 , 12
5782 , 600 , 10
5783 , 600 , 11
5784 , 500 , 9
5785 , 500 , 13
5786 , 400 , 7
5787 , 400 , 9
5788 , 400 , 9
5789 , 500 , 9
5790 , 500 , 16
5791 , 1200 , 18
5792 , 600 , 12
5793 , 400 , 6
5794 , 500 , 10
5795 , 400 , 10
5796 , 600 , 15
5797 , 500 , 12
5798 , 600 , 12
5799 , 600 , 5
5800 , 800 , 15
5801 , 600 , 18
5802 , 600 , 11
5803 , 600 , 8
5804 , 700 , 9
5805 , 1000 , 18
5806 , 500 , 7
5807 , 700 , 12
5808 , 700 , 12
5809 , 400 , 8
5810 , 600 , 14
5811 , 600 , 11
5812 , 900 , 13
5813 , 500 , 12
5814 , 500 , 11
5815 , 900 , 11
5816 , 400 , 6
5817 , 400 , 11
5818 , 800 , 12
5819 , 700 , 10
5820 , 300 , 8
5821 , 400 , 16
5822 , 900 , 13
5823 , 4300 , 14
5824 , 600 , 15
5825 , 800 , 12
5826 , 500 , 14
5827 , 400 , 12
5828 , 600 , 8
5829 , 400 , 11
5830 , 500 , 12
5831 , 400 , 10
5832 , 500 , 8
5833 , 500 , 11
5834 , 500 , 13
5835 , 400 , 6
5836 , 600 , 12
5837 , 700 , 13
5838 , 600 , 8
5839 , 700 , 7
5840 , 500 , 10
5841 , 600 , 15
5842 , 500 , 16
5843 , 600 , 8
5844 , 1300 , 18
5845 , 400 , 8
5846 , 500 , 6
5847 , 400 , 6
5848 , 700 , 8
5849 , 600 , 10
5850 , 500 , 7
5851 , 500 , 16
5852 , 500 , 11
5853 , 500 , 13
5854 , 400 , 8
5855 , 500 , 8
5856 , 600 , 11
5857 , 700 , 6
5858 , 900 , 14
5859 , 400 , 12
5860 , 600 , 8
5861 , 500 , 14
5862 , 700 , 15
5863 , 600 , 11
5864 , 800 , 15
5865 , 800 , 16
5866 , 900 , 13
5867 , 700 , 15
5868 , 700 , 7
5869 , 500 , 8
5870 , 800 , 12
5871 , 600 , 11
5872 , 500 , 13
5873 , 500 , 10
5874 , 500 , 7
5875 , 600 , 9
5876 , 600 , 12
5877 , 900 , 12
5878 , 400 , 9
5879 , 400 , 9
5880 , 700 , 13
5881 , 300 , 10
5882 , 900 , 8
5883 , 700 , 11
5884 , 400 , 9
5885 , 400 , 13
5886 , 900 , 10
5887 , 400 , 3
5888 , 700 , 9
5889 , 1000 , 22
5890 , 500 , 11
5891 , 500 , 15
5892 , 500 , 10
5893 , 600 , 15
5894 , 500 , 14
5895 , 500 , 11
5896 , 400 , 12
5897 , 500 , 10
5898 , 1000 , 13
5899 , 600 , 11
5900 , 500 , 11
5901 , 600 , 9
5902 , 500 , 7
5903 , 400 , 10
5904 , 300 , 3
5905 , 400 , 16
5906 , 600 , 15
5907 , 700 , 11
5908 , 1000 , 14
5909 , 500 , 7
5910 , 800 , 7
5911 , 500 , 12
5912 , 600 , 15
5913 , 500 , 12
5914 , 400 , 9
5915 , 500 , 9
5916 , 500 , 8
5917 , 600 , 13
5918 , 800 , 12
5919 , 800 , 12
5920 , 400 , 7
5921 , 400 , 5
5922 , 700 , 12
5923 , 1000 , 11
5924 , 400 , 10
5925 , 800 , 13
5926 , 1300 , 18
5927 , 800 , 12
5928 , 500 , 13
5929 , 600 , 12
5930 , 500 , 12
5931 , 500 , 12
5932 , 600 , 13
5933 , 500 , 10
5934 , 1000 , 9
5935 , 800 , 7
5936 , 1000 , 15
5937 , 800 , 10
5938 , 5300 , 7
5939 , 1000 , 7
5940 , 500 , 10
5941 , 600 , 8
5942 , 400 , 9
5943 , 400 , 11
5944 , 700 , 11
5945 , 400 , 11
5946 , 400 , 8
5947 , 400 , 11
5948 , 500 , 8
5949 , 700 , 6
5950 , 800 , 12
5951 , 600 , 13
5952 , 400 , 9
5953 , 400 , 7
5954 , 500 , 18
5955 , 800 , 13
5956 , 400 , 10
5957 , 500 , 6
5958 , 500 , 11
5959 , 600 , 11
5960 , 500 , 10
5961 , 700 , 10
5962 , 400 , 9
5963 , 400 , 8
5964 , 500 , 19
5965 , 500 , 15
5966 , 1000 , 18
5967 , 800 , 18
5968 , 600 , 13
5969 , 3500 , 14
5970 , 500 , 9
5971 , 500 , 16
5972 , 600 , 12
5973 , 900 , 11
5974 , 1000 , 15
5975 , 500 , 12
5976 , 600 , 15
5977 , 500 , 15
5978 , 500 , 13
5979 , 700 , 11
5980 , 600 , 12
5981 , 700 , 15
5982 , 500 , 12
5983 , 4200 , 12
5984 , 500 , 17
5985 , 400 , 12
5986 , 600 , 6
5987 , 500 , 13
5988 , 800 , 8
5989 , 600 , 14
5990 , 400 , 12
5991 , 600 , 7
5992 , 600 , 11
5993 , 500 , 12
5994 , 800 , 12
5995 , 800 , 15
5996 , 700 , 10
5997 , 500 , 8
5998 , 1000 , 10
5999 , 600 , 11
6000 , 500 , 13
6001 , 400 , 11
6002 , 400 , 13
6003 , 600 , 7
6004 , 500 , 11
6005 , 500 , 9
6006 , 500 , 10
6007 , 700 , 9
6008 , 400 , 14
6009 , 400 , 5
6010 , 500 , 10
6011 , 800 , 14
6012 , 400 , 10
6013 , 500 , 6
6014 , 400 , 7
6015 , 800 , 11
6016 , 1300 , 16
6017 , 400 , 5
6018 , 600 , 15
6019 , 900 , 16
6020 , 500 , 16
6021 , 600 , 9
6022 , 600 , 10
6023 , 400 , 12
6024 , 500 , 12
6025 , 1400 , 14
6026 , 600 , 8
6027 , 4300 , 17
6028 , 500 , 10
6029 , 400 , 10
6030 , 1100 , 18
6031 , 400 , 7
6032 , 700 , 14
6033 , 700 , 15
6034 , 600 , 13
6035 , 600 , 19
6036 , 500 , 15
6037 , 400 , 12
6038 , 400 , 5
6039 , 500 , 8
6040 , 500 , 8
6041 , 800 , 14
6042 , 600 , 7
6043 , 400 , 7
6044 , 500 , 7
6045 , 500 , 6
6046 , 700 , 10
6047 , 500 , 11
6048 , 700 , 16
6049 , 300 , 7
6050 , 600 , 10
6051 , 400 , 9
6052 , 900 , 12
6053 , 500 , 11
6054 , 1200 , 13
6055 , 700 , 12
6056 , 400 , 10
6057 , 500 , 16
6058 , 600 , 7
6059 , 1000 , 11
6060 , 900 , 12
6061 , 600 , 8
6062 , 600 , 11
6063 , 500 , 13
6064 , 600 , 10
6065 , 3900 , 11
6066 , 900 , 6
6067 , 400 , 10
6068 , 3500 , 10
6069 , 500 , 10
6070 , 800 , 14
6071 , 600 , 13
6072 , 800 , 10
6073 , 700 , 13
6074 , 500 , 8
6075 , 400 , 6
6076 , 500 , 10
6077 , 600 , 16
6078 , 400 , 6
6079 , 400 , 10
6080 , 600 , 10
6081 , 500 , 8
6082 , 1000 , 14
6083 , 600 , 11
6084 , 500 , 9
6085 , 600 , 11
6086 , 600 , 10
6087 , 500 , 14
6088 , 500 , 6
6089 , 500 , 12
6090 , 500 , 11
6091 , 600 , 8
6092 , 1000 , 13
6093 , 800 , 17
6094 , 600 , 10
6095 , 1000 , 15
6096 , 800 , 15
6097 , 500 , 11
6098 , 500 , 10
6099 , 600 , 12
6100 , 900 , 15
6101 , 500 , 9
6102 , 500 , 9
6103 , 500 , 10
6104 , 600 , 17
6105 , 400 , 7
6106 , 500 , 6
6107 , 4000 , 11
6108 , 600 , 13
6109 , 500 , 13
6110 , 500 , 10
6111 , 500 , 7
6112 , 700 , 10
6113 , 400 , 7
6114 , 600 , 11
6115 , 2400 , 17
6116 , 800 , 9
6117 , 600 , 11
6118 , 400 , 8
6119 , 500 , 14
6120 , 400 , 5
6121 , 900 , 15
6122 , 1000 , 13
6123 , 700 , 17
6124 , 1100 , 18
6125 , 700 , 9
6126 , 400 , 10
6127 , 500 , 11
6128 , 300 , 9
6129 , 400 , 10
6130 , 400 , 7
6131 , 300 , 8
6132 , 300 , 10
6133 , 900 , 13
6134 , 500 , 8
6135 , 600 , 5
6136 , 400 , 7
6137 , 700 , 6
6138 , 500 , 8
6139 , 400 , 10
6140 , 600 , 8
6141 , 800 , 15
6142 , 800 , 16
6143 , 600 , 7
6144 , 1000 , 13
6145 , 700 , 7
6146 , 500 , 13
6147 , 300 , 7
6148 , 700 , 13
6149 , 400 , 12
6150 , 400 , 7
6151 , 400 , 7
6152 , 400 , 5
6153 , 500 , 12
6154 , 400 , 14
6155 , 400 , 8
6156 , 500 , 8
6157 , 600 , 8
6158 , 600 , 11
6159 , 600 , 15
6160 , 700 , 7
6161 , 400 , 10
6162 , 600 , 9
6163 , 700 , 14
6164 , 400 , 11
6165 , 600 , 14
6166 , 800 , 14
6167 , 900 , 14
6168 , 500 , 15
6169 , 400 , 9
6170 , 600 , 9
6171 , 500 , 12
6172 , 500 , 9
6173 , 400 , 6
6174 , 500 , 11
6175 , 500 , 10
6176 , 700 , 18
6177 , 500 , 7
6178 , 400 , 12
6179 , 400 , 6
6180 , 500 , 5
6181 , 600 , 9
6182 , 400 , 13
6183 , 500 , 9
6184 , 400 , 11
6185 , 600 , 11
6186 , 500 , 9
6187 , 300 , 10
6188 , 800 , 17
6189 , 500 , 5
6190 , 400 , 12
6191 , 700 , 14
6192 , 400 , 9
6193 , 400 , 15
6194 , 700 , 15
6195 , 400 , 10
6196 , 7000 , 11
6197 , 700 , 11
6198 , 300 , 9
6199 , 400 , 8
6200 , 800 , 13
6201 , 1200 , 12
6202 , 900 , 5
6203 , 900 , 10
6204 , 800 , 8
6205 , 900 , 7
6206 , 1000 , 12
6207 , 800 , 8
6208 , 900 , 14
6209 , 800 , 7
6210 , 1600 , 16
6211 , 800 , 13
6212 , 1400 , 7
6213 , 1100 , 10
6214 , 1600 , 16
6215 , 900 , 10
6216 , 900 , 7
6217 , 900 , 10
6218 , 1100 , 8
6219 , 900 , 8
6220 , 1700 , 17
6221 , 800 , 12
6222 , 800 , 15
6223 , 1800 , 16
6224 , 900 , 13
6225 , 800 , 11
6226 , 1600 , 16
6227 , 1000 , 5
6228 , 700 , 10
6229 , 900 , 8
6230 , 800 , 12
6231 , 1200 , 15
6232 , 1000 , 8
6233 , 800 , 16
6234 , 600 , 13
6235 , 900 , 13
6236 , 900 , 11
6237 , 500 , 11
6238 , 500 , 10
6239 , 600 , 11
6240 , 500 , 8
6241 , 500 , 11
6242 , 600 , 13
6243 , 300 , 8
6244 , 4600 , 7
6245 , 900 , 12
6246 , 500 , 5
6247 , 800 , 11
6248 , 1000 , 16
6249 , 500 , 8
6250 , 600 , 10
6251 , 1300 , 16
6252 , 600 , 13
6253 , 400 , 5
6254 , 600 , 5
6255 , 900 , 12
6256 , 400 , 8
6257 , 400 , 4
6258 , 500 , 7
6259 , 700 , 12
6260 , 400 , 8
6261 , 4400 , 13
6262 , 600 , 7
6263 , 700 , 7
6264 , 600 , 15
6265 , 500 , 14
6266 , 400 , 6
6267 , 500 , 6
6268 , 400 , 9
6269 , 500 , 13
6270 , 600 , 13
6271 , 500 , 11
6272 , 600 , 11
6273 , 400 , 10
6274 , 800 , 11
6275 , 400 , 11
6276 , 700 , 12
6277 , 900 , 7
6278 , 1000 , 12
6279 , 900 , 12
6280 , 800 , 11
6281 , 900 , 10
6282 , 900 , 10
6283 , 1000 , 10
6284 , 800 , 11
6285 , 1400 , 10
6286 , 800 , 4
6287 , 1000 , 14
6288 , 1300 , 12
6289 , 1100 , 13
6290 , 1000 , 12
6291 , 2100 , 14
6292 , 900 , 9
6293 , 700 , 13
6294 , 400 , 12
6295 , 600 , 11
6296 , 600 , 10
6297 , 400 , 7
6298 , 500 , 10
6299 , 600 , 8
6300 , 500 , 8
6301 , 500 , 10
6302 , 500 , 10
6303 , 600 , 8
6304 , 500 , 17
6305 , 800 , 14
6306 , 900 , 12
6307 , 500 , 8
6308 , 700 , 13
6309 , 500 , 14
6310 , 600 , 14
6311 , 600 , 15
6312 , 500 , 9
6313 , 400 , 15
6314 , 1100 , 16
6315 , 500 , 11
6316 , 400 , 7
6317 , 500 , 8
